year,company ,region,sector ,re100,sbti,cn,nz,cc,,,
2021,Toshiba,Asia,Oil and gas,,1,,,,,,
2021,TotalEnergies,Europe,Automotive,,,,1,,,,
2021,Toyota Motor,Asia,Financial services,,,1,,,,,
2021,Toyota Tsusho,Asia,Financial services,,,1,,,,,
2021,Trafigura Group,Asia,Financial services,,,,,,,,
2021,Travelers,North America,Financial services,,,1,,,,,
2021,Truist Financial,North America,Industrial goods,,,,,,,,
2021,Tsingshan Holding Group,Asia,"Food, beverages and agriculture",,,,,,,,
2021,Tyson Foods,North America,Financial services,,1,,1,,,,
2021,U.S. Bancorp,North America,Transportation and logistics,,,,,,,,
2021,U.S. Postal Service,North America,Financial services,,,,,,,,
2021,UBS Group,Europe,Financial services,1,,1,1,,,,
2021,UniCredit Group,Europe,Household and personal products,,,,,,,,
2021,Unilever,Europe,"Food, beverages and agriculture",1,1,,1,,,,
2021,United Natural Foods,North America,Transportation and logistics,,,,,,,,
2021,United Parcel Service,North America,Health care and pharmaceuticals,,,1,,,,,
2021,UnitedHealth Group,North America,Financial services,,,,,,,,
2021,USAA,North America,Industrial goods,,,,,,,,
2021,Vale,Other,Oil and gas,,,1,,,,,
2021,Valero Energy,North America,Energy and utilities,,,1,,,,,
2021,Veolia Environnement,Europe,Telecommunications and media,,1,,,,,,
2021,Verizon Communications,North America,Telecommunications and media,,1,1,,,,,
2021,ViacomCBS,North America,Engineering and construction,,,,,,,,
2021,Vinci,Europe,Telecommunications and media,,,1,,,,,
2021,Vodafone Group,Europe,Automotive,1,1,,1,,,,
2021,Volkswagen,Europe,Automotive,,1,1,,,,,
2021,Volvo,Europe,"Food, beverages and agriculture",,1,1,1,,,,
2021,Walgreens Boots Alliance,North America,Retail,,,,,,,,
2021,Walmart,North America,Telecommunications and media,1,1,,1,,,,
2021,Walt Disney,North America,Industrial goods,,,,1,,,,
2021,Weichai Power,Asia,Financial services,,,,,,,,
2021,Wells Fargo,North America,"Food, beverages and agriculture",1,,1,1,,,,
2021,WH Group,Asia,"Food, beverages and agriculture",,,,,,,,
2021,Wilmar International,Asia,Technology,,,,,,,,
2021,Wistron,Asia,"Food, beverages and agriculture",,,,,,,,
2021,Woolworths Group,Other,Financial services,,1,,1,,,,
2021,Wuchan Zhongda Group,Asia,"Food, beverages and agriculture",,,,,,,,
2021,X5 Retail Group,Europe,Financial services,,,1,,,,,
2021,Xiamen C&D,Asia,Technology,,,,,,,,
2021,Xiamen ITG Holding Group,Asia,Retail,,,,,,,,
2021,Xiaomi,Asia,Financial services,,,,,,,,
2021,Xinjiang Guanghui Industry Investment,Asia,Financial services,,,,,,,,
2021,XMXYG,Asia,Financial services,,,,,,,,
2021,Yango Longking Group,Asia,Financial services,,,,,,,,
2021,Yunnan Provincial Investment Holding Group,Asia,Automotive,,,,,,,,
2021,ZF Friedrichshafen,Europe,Transportation and logistics,,,1,,,,,
2021,Zhejiang Communications Investment Group,Asia,Automotive,,,,,,,,
2021,Zhejiang Geely Holding Group,Asia,Chemicals,,,,,,,,
2021,Zhejiang Hengyi Group,Asia,Chemicals,,,,,,,,
2021,Zhejiang Rongsheng Holding Group,Asia,Industrial goods,,,,,,,,
2021,Zijin Mining Group,Asia,Financial services,,,,,,,,
2021,Zurich Insurance Group,Europe,Financial services,1,,1,1,,,,
2022,Walmart,North America,Retail,1,1,,1,-1,,,
2022,Amazon,North America,Retail,,,,1,,,,
2022,State Grid,Asia,Energy and utilities,,,,,,,,
2022,China National Petroleum,Asia,Oil and gas,,,,1,,,,
2022,Sinopec Group,Asia,Oil and gas,,,,,-1,,,
2022,Saudi Aramco,Other,Metals and mining,,,,1,1,,,
2022,Apple,North America,Technology,1,1,1,,1,,,
2022,Volkswagen,Europe,Automotive,,1,1,,1,,,
2022,China State Construction Engineering,Asia,Engineering and construction,,,,,,,,
2022,CVS Health,North America,Health care and pharmaceuticals,,1,1,1,,,,
2022,UnitedHealth Group,North America,Health care and pharmaceuticals,,,,1,1,,,
2022,Exxon Mobil,North America,Oil and gas,,,,1,,,,
2022,Toyota Motor,Asia,Automotive,,,1,,1,,,
2022,Berkshire Hathaway,North America,Financial services,,,,,,,,
2022,Shell,Europe,Oil and gas,,,,1,1,,,
2022,McKesson,North America,Retail,,,1,,,,,
2022,Alphabet,North America,Technology,1,,1,1,1,,,
2022,Samsung Electronics,Asia,Industrial goods,,,,,1,,,
2022,Trafigura Group,Asia,Financial services,,,,,1,,,
2022,Hon Hai Precision Industry,Asia,Industrial goods,,,,1,,,,
2022,AmerisourceBergen,North America,Retail,,,,,,,,
2022,Industrial & Commercial Bank of China,Asia,Financial services,,,,,,,,
2022,Glencore,Europe,Metals and mining,,,,1,-1,,,
2022,China Construction Bank,Asia,Financial services,,,,,,,,
2022,Ping An Insurance,Asia,Financial services,,,1,,1,,,
2022,Costco Wholesale,North America,Retail,,,,,,,,
2022,TotalEnergies,Europe,Oil and gas,,,,1,,,,
2022,Agricultural Bank of China,Asia,Financial services,,,,,,,,
2022,Stellantis,Europe,Automotive,,,,1,-1,,,
2022,Cigna,North America,Health care and pharmaceuticals,1,,1,,,,,
2022,Sinochem Holdings,Asia,Chemicals,,,,,,,,
2022,AT&T,North America,Telecommunications and media,,1,1,,,,,
2022,Microsoft,North America,Technology,1,1,1,1,,,,
2022,China Railway Engineering Group,Asia,Engineering and construction,,,,,,,,
2022,BP,Europe,Oil and gas,,,,1,1,,,
2022,Cardinal Health,North America,Retail,,,,,,,,
2022,Chevron,North America,Oil and gas,,,,1,,,,
2022,Mercedes-Benz Group,Europe,Automotive,,,1,,1,,,
2022,China Railway Construction,Asia,Engineering and construction,,,,,,,,
2022,China Life Insurance,Asia,Financial services,,,,,,,,
2022,Mitsubishi Chemical Holdings,Asia,Chemicals,,,1,,1,,,
2022,Bank of China,Asia,Financial services,,,,,,,,
2022,Home Depot,North America,Retail,1,,,,,,,
2022,China Baowu Steel Group,Asia,Metals and mining,,,1,,1,,,
2022,Walgreens Boots Alliance,North America,Retail,,,1,,,,,
2022,JD.com,Asia,Retail,,,1,,1,,,
2022,Allianz,Europe,Financial services,1,,1,1,,,,
2022,AXA,Europe,Financial services,1,,1,1,1,,,
2022,Marathon Petroleum,North America,Oil and gas,,,,,,,,
2022,Elevance Health,North America,Health care and pharmaceuticals,1,,,,,,,
2022,Kroger,North America,Retail,,,,,,,,
2022,Gazprom,Europe,Oil and gas,,,,,,,,
2022,Ford Motor,North America,Automotive,,1,1,,,,,
2022,Verizon Communications,North America,Telecommunications and media,,1,,1,-1,,,
2022,Alibaba Group Holding,Asia,Retail,,,1,,1,,,
2022,Fortum,Europe,Energy and utilities,,,1,,,,,
2022,China Mobile Communications,Asia,Telecommunications and media,,,,,,,,
2022,China Minmetals,Asia,Metals and mining,,,,,,,,
2022,BMW Group,Europe,Automotive,1,1,1,,1,,,
2022,China Communications Construction,Asia,Engineering and construction,,,,,,,,
2022,Honda Motor,Asia,Automotive,,,1,,1,,,
2022,Deutsche Telekom,Europe,Telecommunications and media,1,1,1,1,,,,
2022,JPMorgan Chase,North America,Financial services,1,,1,,,,,
2022,General Motors,North America,Automotive,1,1,1,,,,,
2022,China National Offshore Oil,Asia,Metals and mining,,,,,,,,
2022,Centene,North America,Health care and pharmaceuticals,,,,,,,,
2022,Lukoil,Europe,Oil and gas,,,,,,,,
2022,SAIC Motor,Asia,Automotive,,,,,,,,
2022,Shandong Energy Group,Asia,Metals and mining,,,,,,,,
2022,China Resources,Asia,Health care and pharmaceuticals,,,,,,,,
2022,Meta Platforms,North America,Technology,1,,,1,,,,
2022,Assicurazioni Generali,Europe,Financial services,,,1,1,1,,,
2022,Comcast,North America,Telecommunications and media,,,1,,,,,
2022,Phillips 66,North America,Oil and gas,,,,,,,,
2022,Hengli Group,Asia,Household and personal products,,,,,,,,
2022,Amer International Group,Asia,Metals and mining,,,,,,,,
2022,Xiamen C&D,Asia,Financial services,,,,,,,,
2022,Itochu,Asia,Financial services,,,1,1,1,,,
2022,China FAW Group,Asia,Automotive,,,,,,,,
2022,Sinopharm,Asia,Health care and pharmaceuticals,,,,,,,,
2022,China Post Group,Asia,Transportation and logistics,,,1,,,,,
2022,Valero Energy,North America,Oil and gas,,,1,,,,,
2022,Nippon Telegraph and Telephone,Asia,Telecommunications and media,,,1,,,,,
2022,Crédit Agricole,Europe,Financial services,1,,,,,,,
2022,China Energy Investment,Asia,Metals and mining,,,,,,,,
2022,Dell Technologies,North America,Technology,1,1,,1,,,,
2022,Target,North America,Retail,1,1,,1,,,,
2022,Mitsui,Asia,Financial services,,1,,1,1,,,
2022,China Southern Power Grid,Asia,Energy and utilities,,,,,,,,
2022,Enel,Europe,Energy and utilities,,1,,1,-1,,,
2022,COFCO,Asia,Financial services,,,,,,,,
2022,Hyundai Motor,Asia,Automotive,1,,1,,1,,,
2022,Fannie Mae,North America,Financial services,,,,,,,,
2022,Japan Post Holdings,Asia,Financial services,,,1,,-1,,,
2022,Electricité de France,Europe,Energy and utilities,,1,1,,1,,,
2022,Huawei Investment & Holding,Asia,Telecommunications and media,,,,,,,,
2022,United Parcel Service,North America,Transportation and logistics,,,1,,1,,,
2022,Life Insurance Corp. of India,Asia,Financial services,,,,,,,,
2022,Deutsche Post DHL Group,Europe,Transportation and logistics,,,,1,1,,,
2022,PowerChina,Asia,Engineering and construction,,,,,,,,
2022,Lowe's,North America,Retail,,,,1,,,,
2022,CITIC Group,Asia,Financial services,,,,,,,,
2022,Nestlé,Europe,"Food, beverages and agriculture",1,1,,1,,,,
2022,Reliance Industries,Asia,Oil and gas,,,,,,,,
2022,Bank of America,North America,Financial services,1,,1,1,-1,,,
2022,Xiamen ITG Holding Group,Asia,Financial services,,,,,,,,
2022,Johnson & Johnson,North America,Health care and pharmaceuticals,1,1,1,,,,,
2022,Bosch Group,Europe,Automotive,,,1,,,,,
2022,BASF,Europe,Chemicals,,,,1,1,,,
2022,People's Insurance Co. of China,Asia,Financial services,,,,,,,,
2022,ENI,Europe,Oil and gas,,,,1,,,,
2022,E.ON,Europe,Energy and utilities,,1,1,,-1,,,
2022,Hitachi,Asia,Industrial goods,,1,1,,,,,
2022,Equinor,Europe,Oil and gas,,,1,1,,,,
2022,Royal Ahold Delhaize,Europe,Retail,,1,,1,,,,
2022,Sony,Asia,Industrial goods,1,1,1,,,,,
2022,SK Group,Asia,Oil and gas,,,,1,1,,,
2022,Rosneft Oil,Europe,Oil and gas,,,,1,,,,
2022,Carrefour,Europe,Retail,,1,1,,,,,
2022,Wuchan Zhongda Group,Asia,Financial services,,,,,,,,
2022,Tencent Holdings,Asia,Technology,,,1,,1,,,
2022,Dongfeng Motor,Asia,Automotive,,,,,,,,
2022,BNP Paribas,Europe,Financial services,,,1,1,1,,,
2022,Archer Daniels Midland,North America,"Food, beverages and agriculture",,,,,,,,
2022,Greenland Holding Group,Asia,Real estate,,,,,,,,
2022,Tesco,Europe,Retail,1,1,,1,,,,
2022,COSCO Shipping,Asia,Transportation and logistics,,,,,,,,
2022,Petrobras,Other,Oil and gas,,,,1,,,,
2022,FedEx,North America,Transportation and logistics,,,1,,1,,,
2022,Engie,Europe,Energy and utilities,,1,,1,-1,,,
2022,China Telecommunications,Asia,Telecommunications and media,,,,,,,,
2022,Humana,North America,Health care and pharmaceuticals,,,,,,,,
2022,Munich Re Group,Europe,Financial services,,,1,1,1,,,
2022,Wells Fargo,North America,Financial services,1,,1,1,1,,,
2022,State Farm Insurance,North America,Financial services,,,,,,,,
2022,China North Industries Group,Asia,Aerospace and defense,,,,,,,,
2022,Pfizer,North America,Health care and pharmaceuticals,,1,1,1,,,,
2022,Country Garden Holdings,Asia,Real estate,,,,,-1,,,
2022,Aluminum Corp. of China,Asia,Metals and mining,,,,,,,,
2022,ENEOS Holdings,Asia,Oil and gas,,,1,,,,,
2022,Citigroup,North America,Financial services,1,,,1,,,,
2022,Indian Oil,Asia,Oil and gas,,,,,,,,
2022,PepsiCo,North America,"Food, beverages and agriculture",1,1,,1,1,,,
2022,Aviation Industry Corp. of China,Asia,Aerospace and defense,,,,1,,,,
2022,Intel,North America,Industrial goods,1,,,1,-1,,,
2022,Banco Santander,Europe,Financial services,,,1,1,1,,,
2022,Seven & I Holdings,Asia,Retail,1,,,1,,,,
2022,AEON,Asia,Retail,1,1,,1,-1,,,
2022,HSBC Holdings,Europe,Financial services,1,,,1,,,,
2022,Pacific Construction Group,Asia,Engineering and construction,,,,,,,,
2022,U.S. Postal Service,North America,Transportation and logistics,,,,,,,,
2022,China Merchants Group,Asia,Transportation and logistics,,,,,,,,
2022,ArcelorMittal,Other,Metals and mining,,,,1,1,,,
2022,Procter & Gamble,North America,Household and personal products,1,1,1,1,1,,,
2022,Bank of Communications,Asia,Financial services,,,,,-1,,,
2022,Christian Dior,Europe,Household and personal products,,,,,,,,
2022,Marubeni,Asia,Financial services,,,,1,,,,
2022,Brookfield Asset Management,North America,Financial services,,,,1,-1,,,
2022,Siemens,Europe,Industrial goods,1,1,1,1,,,,
2022,XMXYG,Asia,Financial services,,,,,,,,
2022,Nissan Motor,Asia,Automotive,,1,1,,,,,
2022,Beijing Automotive Group,Asia,Automotive,,,1,,,,,
2022,Jinneng Holding Group,Asia,Metals and mining,,,,,,,,
2022,Nippon Life Insurance,Asia,Financial services,,,,1,,,,
2022,General Electric,North America,Industrial goods,,,1,1,1,,,
2022,Pemex,North America,Metals and mining,,,,,,,,
2022,Dai-ichi Life Holdings,Asia,Financial services,,,,1,,,,
2022,International Business Machines,North America,Technology,,,,1,,,,
2022,Roche Group,Europe,Health care and pharmaceuticals,,,,1,,,,
2022,Albertsons,North America,Retail,,1,,,,,,
2022,Lenovo Group,Asia,Technology,,1,,1,1,,,
2022,Toyota Tsusho,Asia,Financial services,,,1,,,,,
2022,MetLife,North America,Financial services,,,1,1,1,,,
2022,China Merchants Bank,Asia,Financial services,,,,,,,,
2022,Prudential Financial,North America,Financial services,,,,,,,,
2022,Jiangxi Copper,Asia,Metals and mining,,,,,,,,
2022,PTT,Asia,Oil and gas,,,,1,,,,
2022,China Vanke,Asia,Real estate,,,,,,,,
2022,Zurich Insurance Group,Europe,Financial services,1,,1,1,1,,,
2022,Zhejiang Rongsheng Holding Group,Asia,Chemicals,,,,,,,,
2022,China Poly Group,Asia,Real estate,,,,,,,,
2022,China Pacific Insurance (Group),Asia,Financial services,,,,,,,,
2022,Walt Disney,North America,Telecommunications and media,,,,1,1,,,
2022,Energy Transfer,North America,Oil and gas,,,,,,,,
2022,Lockheed Martin,North America,Aerospace and defense,,,,,,,,
2022,Guangzhou Automobile Industry Group,Asia,Automotive,,,,,,,,
2022,LG Electronics,Asia,Industrial goods,,1,1,,,,,
2022,POSCO,Asia,Metals and mining,,,1,,,,,
2022,HBIS Group,Asia,Metals and mining,,,1,,,,,
2022,Oil & Natural Gas,Asia,Metals and mining,,,1,,1,,,
2022,Freddie Mac,North America,Financial services,,,,,,,,
2022,Wilmar International,Asia,"Food, beverages and agriculture",,,,,,,,
2022,Panasonic Holdings,Asia,Industrial goods,1,1,1,,,,,
2022,JBS,Other,"Food, beverages and agriculture",,,,1,-1,,,
2022,Goldman Sachs Group,North America,Financial services,1,,1,1,1,,,
2022,China National Building Material Group,Asia,Industrial goods,,,,,,,,
2022,Raytheon Technologies,North America,Aerospace and defense,,,,,,,,
2022,Aviva,Europe,Financial services,1,,1,1,1,,,
2022,Shandong Weiqiao Pioneering Group,Asia,Household and personal products,,,,,,,,
2022,Aegon,Europe,Financial services,,,1,1,1,,,
2022,Rio Tinto Group,Europe,Metals and mining,,,,1,,,,
2022,HP,North America,Technology,1,1,1,1,,,,
2022,Legal & General Group,Europe,Financial services,,,,1,,,,
2022,Boeing,North America,Aerospace and defense,,,,1,1,,,
2022,Unilever,Europe,Household and personal products,1,1,,1,-1,,,
2022,Maersk Group,Europe,Transportation and logistics,,,,1,1,,,
2022,Airbus,Europe,Aerospace and defense,,,,1,,,,
2022,Industrial Bank,Asia,Financial services,,,,,,,,
2022,Shaanxi Coal & Chemical Industry,Asia,Metals and mining,,,,,,,,
2022,China Everbright Group,Asia,Financial services,,,1,,,,,
2022,Morgan Stanley,North America,Financial services,1,,1,1,-1,,,
2022,Kia,Asia,Automotive,1,,1,,,,,
2022,BHP Group,Other,Metals and mining,,,,1,1,,,
2022,Nippon Steel Corporation,Asia,Metals and mining,,,1,,,,,
2022,China Huaneng Group,Asia,Energy and utilities,,,,,,,,
2022,Petronas,Asia,Oil and gas,,,,1,,,,
2022,Ansteel Group,Asia,Metals and mining,,,,,,,,
2022,Vinci,Europe,Engineering and construction,,1,1,,,,,
2022,Bunge,North America,"Food, beverages and agriculture",,,,,,,,
2022,Société Générale,Europe,Financial services,,,1,,,,,
2022,HCA Healthcare,North America,Health care and pharmaceuticals,,,,,,,,
2022,Lloyds Banking Group,Europe,Financial services,1,,,1,1,,,
2022,Pertamina,Asia,Oil and gas,,,,,,,,
2022,Sinomach,Asia,Industrial goods,,,,,,,,
2022,Taiwan Semiconductor Manufacturing,Asia,Industrial goods,1,,,,,,,
2022,Shanghai Pudong Development Bank,Asia,Financial services,,,,,,,,
2022,AbbVie,North America,Health care and pharmaceuticals,,,,,,,,
2022,CMA CGM,Europe,Transportation and logistics,,,,1,,,,
2022,Zhejiang Geely Holding Group,Asia,Automotive,,,1,,,,,
2022,Deutsche Bahn,Europe,Transportation and logistics,,1,1,,,,,
2022,Vale,Other,Metals and mining,,,,1,1,,,
2022,Power Corp. of Canada,North America,Financial services,,,,,,,,
2022,China Electronics Technology Group,Asia,Aerospace and defense,,,,,,,,
2022,SoftBank Group,Asia,Telecommunications and media,,1,1,,,,,
2022,Dow,North America,Chemicals,,,1,,1,,,
2022,State Bank of India,Asia,Financial services,,,1,,-1,,,
2022,Renault,Europe,Automotive,,1,1,,,,,
2022,Tsingshan Holding Group,Asia,Metals and mining,,,,,,,,
2022,Anheuser-Busch InBev,Other,"Food, beverages and agriculture",1,1,,1,,,,
2022,Mitsubishi UFJ Financial Group,Asia,Financial services,,,,1,,,,
2022,Shenghong Holding Group,Asia,Chemicals,,,,,,,,
2022,Tesla,North America,Automotive,,,,,,,,
2022,China State Shipbuilding,Asia,Transportation and logistics,,,,,,,,
2022,Talanx,Europe,Financial services,,,,1,1,,,
2022,Midea Group,Asia,Industrial goods,,,,,-1,,,
2022,Allstate,North America,Financial services,,,,,1,,,
2022,Vodafone Group,Europe,Telecommunications and media,1,1,,1,-1,,,
2022,Novartis,Europe,Health care and pharmaceuticals,1,1,1,1,,,,
2022,Korea Electric Power,Asia,Energy and utilities,,,1,,,,,
2022,Idemitsu Kosan,Asia,Oil and gas,,,1,,,,,
2022,Repsol,Europe,Oil and gas,,,,1,1,,,
2022,Saint-Gobain,Europe,Industrial goods,,1,,1,,,,
2022,Tokio Marine Holdings,Asia,Financial services,,,1,1,,,,
2022,Bayer,Europe,Health care and pharmaceuticals,,1,1,1,1,,,
2022,American International Group,North America,Financial services,,,,1,,,,
2022,Edeka Zentrale,Europe,Retail,,,,,-1,,,
2022,Shaanxi Yanchang Petroleum (Group),Asia,Metals and mining,,,,,,,,
2022,Best Buy,North America,Retail,,1,1,,1,,,
2022,Charter Communications,North America,Telecommunications and media,,,1,,1,,,
2022,State Power Investment,Asia,Energy and utilities,,,1,,,,,
2022,Sysco,North America,Retail,,,,,,,,
2022,Merck,North America,Health care and pharmaceuticals,,1,1,,1,,,
2022,New York Life Insurance,North America,Financial services,,,,,,,,
2022,Zhejiang Hengyi Group,Asia,Chemicals,,,,,,,,
2022,Caterpillar,North America,Industrial goods,,,,,,,,
2022,Xiaomi,Asia,Industrial goods,,,,,,,,
2022,China United Network Communications,Asia,Telecommunications and media,,,,,,,,
2022,Accenture,Europe,Financial services,1,1,,1,,,,
2022,China Energy Engineering Group,Asia,Engineering and construction,,,,,,,,
2022,Sberbank,Europe,Financial services,,,1,,-1,,,
2022,Orange,Europe,Telecommunications and media,,1,,1,1,,,
2022,Woolworths Group,Other,Retail,1,1,,1,,,,
2022,China Minsheng Banking,Asia,Financial services,,,,,,,,
2022,Cisco Systems,North America,Telecommunications and media,,1,,1,,,,
2022,América Móvil,North America,Telecommunications and media,,1,,1,,,,
2022,Louis Dreyfus,Europe,"Food, beverages and agriculture",,,,,,,,
2022,Manulife Financial,North America,Financial services,,,,1,-1,,,
2022,Denso,Asia,Automotive,,,1,,,,,
2022,Sumitomo,Asia,Financial services,,,1,,,,,
2022,TJX,North America,Retail,,,,1,1,,,
2022,KDDI,Asia,Telecommunications and media,1,1,,1,,,,
2022,Groupe BPCE,Europe,Financial services,,,,1,-1,,,
2022,Publix Super Markets,North America,Retail,,,,,-1,,,
2022,ConocoPhillips,North America,Metals and mining,,,,1,1,,,
2022,Liberty Mutual Insurance Group,North America,Financial services,,,,,-1,,,
2022,Progressive,North America,Financial services,,,,,,,,
2022,Ingka Group,Europe,Retail,1,1,,1,,,,
2022,AIA Group,Asia,Financial services,,,,1,,,,
2022,Nationwide,North America,Financial services,,,,,,,,
2022,Tokyo Electric Power,Asia,Energy and utilities,,,,1,,,,
2022,Jiangsu Shagang Group,Asia,Metals and mining,,,,,,,,
2022,Tyson Foods,North America,"Food, beverages and agriculture",,1,,1,,,,
2022,EXOR Group,Europe,Financial services,,,1,1,-1,,,
2022,GSK,Europe,Health care and pharmaceuticals,,1,,1,,,,
2022,Bharat Petroleum,Asia,Oil and gas,,,,1,,,,
2022,Swiss Re,Europe,Financial services,1,,1,1,1,,,
2022,China National Coal Group,Asia,Metals and mining,,,,,,,,
2022,Intesa Sanpaolo,Europe,Financial services,,,,1,1,,,
2022,Susun Construction Group,Asia,Engineering and construction,,,,,,,,
2022,Telefónica,Europe,Telecommunications and media,1,1,,1,1,,,
2022,Bristol-Myers Squibb,North America,Health care and pharmaceuticals,,,1,,,,,
2022,Zhejiang Communications Investment Group,Asia,Transportation and logistics,,,,,,,,
2022,Sanofi,Europe,Health care and pharmaceuticals,1,1,1,1,,,,
2022,Iberdrola,Europe,Energy and utilities,,1,1,,,,,
2022,LyondellBasell Industries,Europe,Chemicals,,,,1,1,,,
2022,Hanwha,Asia,Financial services,,,,,,,,
2022,Royal Bank of Canada,North America,Financial services,,,1,1,,,,
2022,Alimentation Couche-Tard,North America,Retail,,,,,,,,
2022,MS&AD Insurance Group Holdings,Asia,Financial services,,,,1,,,,
2022,ZF Friedrichshafen,Europe,Automotive,,1,1,,-1,,,
2022,Pegatron,Asia,Industrial goods,,,,,,,,
2022,Continental,Europe,Automotive,1,1,1,,1,,,
2022,Nike,North America,Household and personal products,1,1,,,,,,
2022,Bouygues,Europe,Engineering and construction,,,,,,,,
2022,China South Industries Group,Asia,Aerospace and defense,,,,,,,,
2022,Fresenius,Europe,Health care and pharmaceuticals,,,,1,,,,
2022,Compal Electronics,Asia,Technology,,,,1,,,,
2022,Deere,North America,Industrial goods,,,,,,,,
2022,George Weston,North America,Retail,,,,1,,,,
2022,American Express,North America,Financial services,1,,1,1,,,,
2022,Shanghai Construction Group,Asia,Engineering and construction,,,,,,,,
2022,China Aerospace Science & Technology,Asia,Aerospace and defense,,,,,,,,
2022,Volvo,Europe,Automotive,,1,1,1,,,,
2022,China Electronics,Asia,Industrial goods,,,,,,,,
2022,Abbott Laboratories,North America,Health care and pharmaceuticals,,,,,,,,
2022,China Huadian,Asia,Energy and utilities,,,,,,,,
2022,StoneX Group,North America,Financial services,,,,,,,,
2022,Shougang Group,Asia,Metals and mining,,,,,,,,
2022,Plains GP Holdings,North America,Oil and gas,,,,,,,,
2022,OMV Group,Other,Oil and gas,,,,1,,,,
2022,Anglo American,Other,Metals and mining,,,1,,,,,
2022,Shandong Iron & Steel Group,Asia,Metals and mining,,,,,,,,
2022,Itaú Unibanco Holding,Other,Financial services,,,1,1,1,,,
2022,China Taiping Insurance Group,Asia,Financial services,,,,,,,,
2022,SNCF Group,Europe,Transportation and logistics,,,1,,1,,,
2022,Hangzhou Iron and Steel Group,Asia,Metals and mining,,,,,,,,
2022,DZ Bank,Europe,Financial services,,,,,,,,
2022,Chubb,Europe,Financial services,,,1,,1,,,
2022,Jinchuan Group,Asia,Metals and mining,,,,,,,,
2022,La Poste,Europe,Transportation and logistics,1,1,1,1,1,,,
2022,China Aerospace Science & Industry,Asia,Aerospace and defense,,,,,,,,
2022,J. Sainsbury,Europe,Retail,,1,,1,-1,,,
2022,Enterprise Products Partners,North America,Oil and gas,,,,,,,,
2022,ThyssenKrupp,Europe,Metals and mining,,1,1,,,,,
2022,UBS Group,Europe,Financial services,1,,1,1,1,,,
2022,Taikang Insurance Group,Asia,Financial services,,,,,,,,
2022,TIAA,North America,Financial services,,,,1,,,,
2022,Oracle,North America,Technology,,,1,1,1,,,
2022,Quanta Computer,Asia,Technology,,,,,,,,
2022,Deutsche Bank,Europe,Financial services,1,,1,1,1,,,
2022,Mitsubishi Electric,Asia,Industrial goods,,1,,1,,,,
2022,Banco Bilbao Vizcaya Argentaria,Europe,Financial services,1,,1,1,1,,,
2022,Anhui Conch Group,Asia,Industrial goods,,,,,-1,,,
2022,Daiwa House Industry,Asia,Engineering and construction,1,1,1,,,,,
2022,Thermo Fisher Scientific,North America,Industrial goods,,,,1,-1,,,
2022,New Hope Holding Group,Asia,"Food, beverages and agriculture",,,,,-1,,,
2022,Koç Holding,Other,Energy and utilities,,,1,,,,,
2022,JFE Holdings,Asia,Metals and mining,,,1,,,,,
2022,Coca-Cola,North America,"Food, beverages and agriculture",,1,,1,,,,
2022,Guangzhou Municipal Construction Group,Asia,Engineering and construction,,,,,,,,
2022,General Dynamics,North America,Aerospace and defense,,,1,,1,,,
2022,CHS,North America,"Food, beverages and agriculture",,,,,,,,
2022,Beijing Jianlong Heavy Industry Group,Asia,Metals and mining,,,,,,,,
2022,China National Nuclear,Asia,Energy and utilities,,,,,,,,
2022,ACS,Europe,Engineering and construction,,,1,,,,,
2022,Toronto-Dominion Bank,North America,Financial services,1,,1,1,1,,,
2022,L'Oréal,Europe,Household and personal products,,1,1,1,,,,
2022,Energie Baden-Wurttemberg,Europe,Energy and utilities,,,1,,1,,,
2022,LG Chem,Asia,Chemicals,,,,1,1,,,
2022,Tata Motors,Asia,Automotive,1,1,,,1,,,
2022,ELO Group,Europe,Retail,,,1,,,,,
2022,Shenzhen Investment Holdings,Asia,Financial services,,,,,,,,
2022,SK Hynix,Asia,Industrial goods,1,,,1,,,,
2022,Barclays,Europe,Financial services,1,,1,1,1,,,
2022,Enbridge,North America,Oil and gas,,,,1,1,,,
2022,Cathay Financial Holding,Asia,Financial services,,,,,,,,
2022,Meiji Yasuda Life Insurance,Asia,Financial services,,,,1,,,,
2022,Poste Italiane,Europe,Financial services,,,1,,1,,,
2022,USAA,North America,Financial services,,,,,,,,
2022,Finatis,Europe,Retail,,,,,,,,
2022,AstraZeneca,Europe,Health care and pharmaceuticals,1,1,,1,,,,
2022,KB Financial Group,Asia,Financial services,,1,1,,-1,,,
2022,Sompo Holdings,Asia,Financial services,,,,1,,,,
2022,Cenovus Energy,North America,Metals and mining,,,,1,1,,,
2022,CRRC Group,Asia,Industrial goods,,,,,,,,
2022,Jingye Group,Asia,Metals and mining,,,,,,,,
2022,Northwestern Mutual,North America,Financial services,,,,,,,,
2022,Sumitomo Mitsui Financial Group,Asia,Financial services,,,,1,1,,,
2022,Nucor,North America,Metals and mining,,,,,1,,,
2022,Hyundai Mobis,Asia,Automotive,1,,1,,,,,
2022,Exelon,North America,Energy and utilities,,,,1,,,,
2022,Magna International,North America,Automotive,,,1,,,,,
2022,CK Hutchison Holdings,Asia,Retail,,,,,,,,
2022,Phoenix Pharma,Europe,Retail,,,,1,,,,
2022,Massachusetts Mutual Life Insurance,North America,Financial services,,,,1,1,,,
