year,company ,region,sector ,re100,sbti,cn,nz,cc,,,
2023,GSK,Europe,Health care and pharmaceuticals,1,1,,1,,,,
2023,Coca-Cola,North America,"Food, beverages and agriculture",1,1,,1,,,,
2023,Quanta Computer,Asia,Technology,,,1,,,,,
2023,Fresenius,Europe,Health care and pharmaceuticals,,,1,,,,,
2023,UBS Group,Europe,Financial services,1,,,1,,,,
2023,Jiangsu Shagang Group,Asia,Industrial goods,,,,,,,,
2023,América Móvil,North America,Telecommunications and media,,1,,1,,,,
2023,Mizuho Financial Group,Asia,Financial services,,,,1,1,,,
2023,Shanghai Construction Group,Asia,Engineering and construction,,,,,,,,
2023,Oracle,North America,Technology,,,,1,,,,
2023,Rajesh Exports,Asia,Retail,,,,,,,,
2023,Deutsche Bank,Europe,Financial services,1,,,1,,,,
2023,Telefónica,Europe,Telecommunications and media,1,1,,1,,,,
2023,China National Coal Group,Asia,Oil and gas,,,,,,,,
2023,KDDI,Asia,Telecommunications and media,1,1,,1,1,,,
2023,Zurich Insurance Group,Europe,Financial services,1,,,1,1,,,
2023,Shanxi Coking Coal Group,Asia,Energy and utilities,,,,,,,,
2023,Xiaomi,Asia,Technology,,,,,,,,
2023,Nucor,North America,Industrial goods,,,,,,,,
2023,Continental,Europe,Automotive,1,1,1,,1,,,
2023,New Hope Holding Group,Asia,"Food, beverages and agriculture",,,,,,,,
2023,Kuehne + Nagel International,Europe,Transportation and logistics,,1,,1,,,,
2023,Enbridge,North America,Energy and utilities,,,,1,,,,
2023,TIAA,North America,Financial services,,,,1,,,,
2023,RWE,Europe,Energy and utilities,,1,1,,,,,
2023,China Electronics,Asia,Technology,,,,,,,,
2023,Massachusetts Mutual Life Insurance,North America,Financial services,,,,1,,,,
2023,L'Oréal,Europe,Household and personal products,,1,,1,1,,,
2023,LG Chem,Asia,Chemicals,,,,1,1,,,
2023,Hyundai Mobis,Asia,Automotive,1,,,1,,,,
2023,Zijin Mining Group,Asia,Industrial goods,,,1,,1,,,
2023,Korea Gas,Asia,Energy and utilities,,,1,,,,,
2023,Meiji Yasuda Life Insurance,Asia,Financial services,,,,1,,,,
2023,Olam Group,Asia,Retail,,1,,,,,,
2023,S.F. Holding,Asia,Transportation and logistics,,,,,,,,
2023,CPC,Asia,Energy and utilities,,,,,,,,
2023,General Dynamics,North America,Aerospace and defense,,,,,,,,
2023,Guangzhou Municipal Construction Group,Asia,Engineering and construction,,,,,,,,
2023,China National Nuclear,Asia,Energy and utilities,,,,,,,,
2023,JFE Holdings,Asia,Industrial goods,,,1,,,,,
2023,Intesa Sanpaolo,Europe,Financial services,,,,1,1,,,
2023,MS&AD Insurance Group Holdings,Asia,Financial services,,,,1,,,,
2023,China Taiping Insurance Group,Asia,Financial services,,,,1,,,,
2023,Capital One Financial,North America,Financial services,1,,1,,-1,,,
2023,HF Sinclair,North America,Energy and utilities,,,,,,,,
2023,Phoenix Pharma,Europe,Health care and pharmaceuticals,,,1,,1,,,
2023,Shudao Investment Group,Asia,Engineering and construction,,,,,,,,
2023,J. Sainsbury,Europe,"Food, beverages and agriculture",,1,,1,,,,
2023,Shenzhen Investment Holdings,Asia,Financial services,,,,,,,,
2023,Nutrien,North America,"Food, beverages and agriculture",,,,,,,,
2023,Dollar General,North America,Retail,,,,,,,,
2023,Magna International,North America,Automotive,,,1,,1,,,
2023,Jardine Matheson,North America,Automotive,,,,,,,,
2023,China Datang,Asia,Energy and utilities,,,,,,,,
2023,Ecopetrol,Other,Energy and utilities,,,,1,,,,
2023,X5 Retail Group,Europe,"Food, beverages and agriculture",,,1,,,,,
2023,Power Corp. of Canada,North America,Financial services,,,,1,,,,
2023,China Aerospace Science & Industry,Asia,Aerospace and defense,,,,,,,,
2023,GasTerra,Europe,Energy and utilities,,,,,,,,
2023,Longfor Group Holdings,Asia,Financial services,,,,,1,,,
2023,La Poste,Europe,Transportation and logistics,,1,,1,1,,,
2023,Arrow Electronics,North America,Retail,,,,,,,,
2023,Occidental Petroleum,North America,Energy and utilities,,,,1,,,,
2023,Caixa Econômica Federal,Other,Financial services,,,,,,,,
2023,Mitsubishi Electric,Asia,Industrial goods,,1,,1,,,,
2023,Northwestern Mutual,North America,Financial services,,,,,,,,
2023,Travelers,North America,Financial services,,,1,,,,,
2023,Shougang Group,Asia,Industrial goods,,,,,,,,
2023,Hangzhou Iron and Steel Group,Asia,Industrial goods,,,,,,,,
2023,Xinjiang Zhongtai Group,Asia,Chemicals,,,,,,,,
2023,Northrop Grumman,North America,Aerospace and defense,,,,1,,,,
2023,Guangzhou Industrial Investment Holdings,Asia,Industrial goods,,,,,,,,
2023,Bank of Nova Scotia,North America,Financial services,,,,1,,,,
2023,Hapag-Lloyd,Europe,Transportation and logistics,,,1,,,,,
2023,USAA,North America,Financial services,,,,,,,,
2023,Daiwa House Industry,Asia,Engineering and construction,1,1,,1,,,,
2023,Haier Smart Home,Asia,Industrial goods,,,,1,,,,
2023,Compal Electronics,Asia,Technology,,,,1,,,,
2023,Schneider Electric,Europe,Industrial goods,1,1,,1,1,,,
2023,Finatis,Europe,"Food, beverages and agriculture",,,,,,,,
2023,ELO Group,Europe,"Food, beverages and agriculture",,1,,,,,,
2023,Naturgy Energy Group,Europe,Energy and utilities,,,1,,1,,,
2023,Honeywell International,North America,Industrial goods,,1,1,,1,,,
2023,Guangzhou Pharmaceutical Holdings,Asia,Health care and pharmaceuticals,,,,,,,,
2023,Guangdong Guangxin Holdings,Asia,Financial services,,,,,,,,
2023,ACS,Europe,Engineering and construction,,,1,,1,,,
2023,Vibra Energia,Other,Energy and utilities,,,1,,1,,,
2023,Anglo American,Other,Energy and utilities,,,1,,,,,
2023,Taikang Insurance Group,Asia,Financial services,,,,,,,,
2023,Shaanxi Construction Engineering Holding,Asia,Engineering and construction,,,,,,,,
2023,Bank of Montreal,North America,Financial services,,,,1,1,,,
2023,CRRC Group,Asia,Industrial goods,,,1,,,,,
2023,Coop Group,Europe,"Food, beverages and agriculture",,1,,1,,,,
2023,TongLing Nonferrous Metals Group,Asia,Industrial goods,,,,,,,,
2023,SK Hynix,Asia,Technology,1,,,1,,,,
2023,Shanghai Pharmaceuticals Holding,Asia,Health care and pharmaceuticals,,,,,,,,
2023,Lufthansa Group,Europe,Transportation and logistics,,,1,,1,,,
2023,Shandong Hi-Speed Group,Asia,Transportation and logistics,,,,,,,,
2023,Suzuki Motor,Asia,Automotive,,,1,,,,,
2023,Mitsubishi Chemical Holdings,Asia,Chemicals,,,1,,,,,
2023,3M,North America,Chemicals,1,,1,,,,,
2023,Inditex,Europe,Retail,,1,,1,,,,
2023,British American Tobacco,Europe,"Food, beverages and agriculture",,1,,1,1,,,
2023,US Foods Holding,North America,Retail,,1,,,,,,
2023,Sompo Holdings,Asia,Financial services,,,,1,,,,
2023,Magnit,Europe,"Food, beverages and agriculture",,,,,,,,
2023,Warner Bros. Discovery,North America,Telecommunications and media,,,,,,,,
2023,Lennar,North America,Engineering and construction,,,,,,,,
2023,Shanghai Delong Steel Group,Asia,Industrial goods,,,,,,,,
2023,Poste Italiane,Europe,Financial services,,,1,,1,,,
2023,CK Hutchison Holdings,Asia,Retail,,1,,1,,,,
2023,Fomento Económico Mexicano,North America,"Food, beverages and agriculture",,,,,,,,
2023,D.R. Horton,North America,Engineering and construction,,,,,,,,
2023,Jabil,North America,Technology,,,1,,,,,
2023,Samsung C&T,Asia,Retail,,,1,,,,,
2023,Cheniere Energy,North America,Energy and utilities,,,,,,,,
2023,CRH,Europe,Industrial goods,,1,,1,,,,
2023,Linde,Europe,Chemicals,,1,1,,,,,
2023,DSV,Europe,Transportation and logistics,,1,,1,,,,
2023,Broadcom,North America,Technology,,,,,,,,
2023,Wistron,Asia,Technology,,,1,,,,,
2023,Anhui Conch Group,Asia,Industrial goods,,,,,,,,
2023,Beijing Jianlong Heavy Industry Group,Asia,Industrial goods,,,,,,,,
2023,Hunan Iron & Steel Group,Asia,Industrial goods,,,,,,,,
2023,Meituan,Asia,Retail,,,,,,,,
2023,Lu'an Chemical Group,Asia,Energy and utilities,,,,,,,,
2023,Compass Group,Europe,Retail,,1,,1,,,,
2023,Aisin,Asia,Automotive,,,1,,,,,
2023,Canadian Natural Resources,North America,Energy and utilities,,,,,,,,
2023,SAP,Europe,Technology,1,1,,1,1,,,
2023,Starbucks,North America,Retail,1,1,,,,,,
2023,Metro,Europe,Retail,,1,1,,,,,
2023,Molina Healthcare,North America,Health care and pharmaceuticals,,,,,,,,
2023,Tongwei Group,Asia,Energy and utilities,,,1,,1,,,
2023,Uber Technologies,North America,Technology,,,,1,,,,
2023,New China Life Insurance,Asia,Financial services,,,,,,,,
2023,Luxshare Precision Industry,Asia,Technology,,,1,,1,,,
2023,Philip Morris International,North America,"Food, beverages and agriculture",,1,,1,1,,,
2023,CJ Corp.,Asia,"Food, beverages and agriculture",,,1,,,,,
2023,Medtronic,North America,Health care and pharmaceuticals,,,,1,,,,
2023,China National Aviation Fuel Group,Asia,Financial services,,,,,,,,
2023,Netflix,North America,Telecommunications and media,,1,,1,,,,
2023,Migros Group,Europe,"Food, beverages and agriculture",,1,,1,1,,,
2023,NRG Energy,North America,Energy and utilities,,1,,1,,,,
2023,Mondelez International,North America,"Food, beverages and agriculture",,1,,1,,,,
2023,Air Liquide,Europe,Chemicals,,1,1,,,,,
2023,Danaher,North America,Health care and pharmaceuticals,,,,,,,,
2023,Siemens Energy,Europe,Energy and utilities,,1,1,,1,,,
2023,Salesforce,North America,Technology,,,,1,,,,
2023,Paramount Global,North America,Telecommunications and media,,,,,,,,
2023,Chengdu Xingcheng Investment Group,Asia,Engineering and construction,,,,,,,,
2023,Bridgestone,Asia,Automotive,,1,1,,,,,
2023,Guangxi Investment Group,Asia,Financial services,,,,,,,,
2023,Samsung Life Insurance,Asia,Financial services,1,,1,,1,,,
2023,Sumitomo Life Insurance,Asia,Financial services,,,,1,,,,
2023,CarMax,North America,Retail,,,,1,,,,
2023,Mitsubishi Heavy Industries,Asia,Industrial goods,,,1,,,,,
2023,Xinjiang Guanghui Industry Investment,Asia,Retail,,,,,,,,
2024,3M,North America,Chemicals,1,,1,,1,,,
2024,ABB,Europe,Industrial goods,1,1,,1,1,,,
2024,Abbott Laboratories,North America,Health care and pharmaceuticals,,1,,,,,,
2024,AbbVie,North America,Health care and pharmaceuticals,,1,,1,1,,,
2024,Accenture,Europe,Financial services,1,1,,1,1,,,
2024,ACS,Europe,Engineering and construction,,,1,,,,,
2024,AEON,Asia,Retail,1,1,,1,1,,,
2024,Agricultural Bank of China,Asia,Financial services,,,,,,,,
2024,AIA Group,Asia,Financial services,,1,,1,,,,
2024,AIG,North America,Financial services,,,,1,,,,
2024,Air France-KLM Group,Europe,Transportation and logistics,,1,,1,,,,
2024,Airbus,Europe,Aerospace and defense,,1,,1,1,,,
2024,Aisin,Asia,Automotive,,1,1,,1,,,
2024,Albertsons,North America,Retail,,1,,1,1,,,
2024,Alibaba Group Holding,Asia,Retail,,,1,,1,,,
2024,Alimentation Couche-Tard,North America,Retail,,,1,,1,,,
2024,Allianz,Europe,Financial services,1,,,1,1,,,
2024,Allstate,North America,Financial services,,,,1,,,,
2024,Alphabet,North America,Technology,,,,1,1,,,
2024,Aluminum Corp. of China,Asia,Metals and mining,,,,,,,,
2024,Amazon,North America,Retail,,,,1,1,,,
2024,America Movil,North America,Telecommunications and media,,1,,,,,,
2024,American Airlines Group,North America,Transportation and Logistics,,1,,1,1,,,
2024,American Express,North America,Financial services,1,,,1,1,,,
2024,Anheuser-Busch InBev,Europe,"Food, beverages and agriculture",1,1,,1,1,,,
2024,Ansteel Group,Asia,Metals and mining,,,,,,,,
2024,ANZ Group Holdings,Other,Financial services,1,,,1,,,,
2024,Apollo Global Management,North America,Financial services,,,1,,1,,,
2024,Apple,North America,Technology,1,1,1,,1,,,
2024,ArcelorMittal,Europe,Metals and mining,,,,1,1,,,
2024,Archer Daniels Midland,North America,"Food, beverages and agriculture",,,,,,,,
2024,Arrow Electronics,North America,Retail,,,,,,,,
2024,Assicurazioni Generali,Europe,Financial services,,,,1,1,,,
2024,AstraZeneca,Europe,Health care and pharmaceuticals,1,1,,1,1,,,
2024,AT&T,North America,Telecommunications and media,,1,1,,1,,,
2024,Aviation Industry Corp. of China,Asia,Aerospace and defense,,,,1,1,,,
2024,AXA,Europe,Financial services,1,,,1,1,,,
2024,Banco Bilbao Vizcaya Argentaria,Europe,Financial services,,,,1,1,,,
2024,Banco Bradesco,Other,Financial services,,,,1,1,,,
2024,Banco do Brasil,Other,Financial services,,,1,,1,,,
2024,Banco Santander,Europe,Financial services,,,,1,1,,,
2024,Bank of America,North America,Financial services,,,,1,1,,,
2024,Bank of China,Asia,Financial services,,,1,,,,,
2024,Bank of Communications,Asia,Financial services,,,,,,,,
2024,Bank of Montreal,North America,Financial services,,,,1,1,,,
2024,Bank of New York Mellon,North America,Financial services,,,1,,1,,,
2024,Bank of Nova Scotia,North America,Financial services,,,,1,1,,,
2024,Barclays,Europe,Financial services,1,,,1,,,,
2024,BASF,Europe,Chemicals,,,,1,1,,,
2024,Bayer,Europe,Health care and pharmaceuticals,,1,,1,1,,,
2024,Beijing Automotive Group,Asia,Automotive,,,,,,,,
2024,Beijing Jianlong Heavy Industry Group,Asia,Metals and mining,,,,,,,,
2024,Berkshire Hathaway,North America,Financial services,,,,,,,,
2024,Best Buy,North America,Retail,,1,,1,1,,,
2024,Bharat Petroleum,Asia,Oil and gas,,,,1,1,,,
2024,BHP Group,Other,Metals and mining,,,,1,1,,,
2024,BMW Group,Europe,Automotive,1,1,,1,1,,,
2024,BNP Paribas,Europe,Financial services,,,1,,1,,,
2024,Boeing,North America,Aerospace and defense,,,1,,1,,,
2024,Bosch Group,Europe,Automotive,,,1,,1,,,
2024,Bouygues,Europe,Engineering and construction,,1,,,,,,
2024,BP,Europe,Oil and gas,,,,1,1,,,
2024,Bristol-Myers Squibb,North America,Health care and pharmaceuticals,,1,,1,1,,,
2024,British American Tobacco,Europe,"Food, beverages and agriculture",,1,,1,1,,,
2024,Broadcom,North America,Technology,,,,,,,,
2024,Brookfield,North America,Financial services,,,,1,,,,
2024,Bunge,North America,"Food, beverages and agriculture",,1,,,,,,
2024,BYD,Asia,Automotive,,,,,,,,
2024,Caixa Economica Federal,Other,Financial services,,,,,,,,
2024,Canadian Imperial Bank of Commerce,North America,Financial services,,,,1,1,,,
2024,Capital One Financial,North America,Financial services,1,,1,,-1,,,
2024,Cardinal Health,North America,Retail,,1,,,,,,
2024,Carrefour,Europe,Retail,,1,1,,,,,
2024,Caterpillar,North America,Industrial goods,,,,,,,,
2024,Cencora,North America,Retail,,1,,,,,,
2024,Cenovus Energy,North America,Metals and mining,,,,1,,,,
2024,Centene,North America,Health care and pharmaceuticals,,,,,,,,
2024,Centrica,Europe,Energy and utilities,,,,1,,,,
2024,CFE,North America,Industrial goods,,,,,,,,
2024,Charter Communications,North America,Telecommunications and media,,,1,,,,,
2024,Chery Holding Group,Asia,Automotive,,,,,,,,
2024,Chevron,North America,Oil and gas,,,,1,1,,,
2024,China Baowu Steel Group,Asia,Metals and mining,,,1,,,,,
2024,China Communications Construction,Asia,Engineering and construction,,,,,,,,
2024,China Construction Bank,Asia,Financial services,,,,,,,,
2024,China Datang,Asia,Energy and utilities,,,,,,,,
2024,China Electronics,Asia,Industrial goods,,,,,,,,
2024,China Electronics Technology Group,Asia,Aerospace and defense,,,,,,,,
2024,China Energy Engineering Group,Asia,Engineering and construction,,,,,,,,
2024,China Energy Investment,Asia,Metals and mining,,,,,,,,
2024,China FAW Group,Asia,Automotive,,,,,,,,
2024,China Huadian,Asia,Energy and utilities,,,,,,,,
2024,China Huaneng Group,Asia,Energy and utilities,,,,,,,,
2024,China Life Insurance,Asia,Financial services,,,,,,,,
2024,China Merchants Bank,Asia,Financial services,,,,,,,,
2024,China Minmetals,Asia,Metals and mining,,,,,,,,
2024,China Minsheng Banking,Asia,Financial services,,,,,,,,
2024,China Mobile Communications,Asia,Telecommunications and media,,,,,,,,
2024,China National Aviation Fuel Group,Asia,Oil and gas,,,,,,,,
2024,China National Building Material Group,Asia,Industrial goods,,,,1,,,,
2024,China National Coal Group,Asia,Metals and mining,,,,,,,,
2024,China National Nuclear,Asia,Energy and utilities,,,,,,,,
2024,China National Offshore Oil,Asia,Metals and mining,,,1,,1,,,
2024,China National Petroleum,Asia,Oil and gas,,,,,,,,
2024,China North Industries Group,Asia,Aerospace and defense,,,,,,,,
2024,China Pacific Insurance (Group),Asia,Financial services,,,,,,,,
2024,China Poly Group,Asia,Real estate,,,,,,,,
2024,China Post Group,Asia,Transportation and logistics,,,,,,,,
2024,China Railway Construction,Asia,Engineering and construction,,,,,,,,
2024,China Railway Engineering Group,Asia,Engineering and construction,,,,,,,,
2024,China Resources,Asia,Health care and pharmaceuticals,,,,,,,,
2024,China South Industries Group,Asia,Aerospace and defense,,,,,,,,
2024,China Southern Power Grid,Asia,Energy and utilities,,,,,,,,
2024,China State Construction Engineering,Asia,Engineering and construction,,,1,,,,,
2024,China State Shipbuilding,Asia,Transportation and logistics,,,,,,,,
2024,China Telecommunications,Asia,Telecommunications and media,,,,,,,,
2024,China United Network Communications,Asia,Telecommunications and media,,,,,,,,
2024,China Vanke,Asia,Real estate,,,,,,,,
2024,Christian Dior,Europe,Household and personal products,,,,,,,,
2024,CHS,North America,"Food, beverages and agriculture",,,,,,,,
2024,Chubb,Europe,Financial services,,,,,,,,
2024,Cigna,North America,Health care and pharmaceuticals,1,,1,,1,,,
2024,Cisco Systems,North America,Telecommunications and media,1,1,,1,,,,
2024,CITIC Group,Asia,Financial services,,,,,,,,
2024,Citigroup,North America,Financial services,,,,1,1,,,
2024,CK Hutchison Holdings,Asia,Retail,,1,,1,1,,,
2024,Coca-Cola,North America,"Food, beverages and agriculture",,1,,1,1,,,
2024,COFCO,Asia,Financial services,,1,,,,,,
2024,Comcast,North America,Telecommunications and media,,,1,,,,,
2024,Commonwealth Bank of Australia,Other,Financial services,,,,1,1,,,
2024,Compass Group,Europe,"Food, beverages and agriculture",,1,,1,1,,,
2024,ConocoPhillips,North America,Metals and mining,,,,1,1,,,
2024,Contemporary Amperex Technology,Asia,Automotive,,,1,,,,,
2024,Continental,Europe,Automotive,1,1,1,,1,,,
2024,Coop Group,Europe,Retail,,,,1,,,,
2024,COSCO Shipping,Asia,Transportation and logistics,,1,,1,,,,
2024,Costco Wholesale,North America,Retail,,,,,,,,
2024,CPC,Asia,Oil and gas,,,,1,1,,,
2024,Credit Agricole,Europe,Financial services,1,,1,,1,,,
2024,Credit Mutuel Group,Europe,Financial services,,,,1,,,,
2024,CRH,Europe,Industrial goods,,1,,1,,,,
2024,CRRC Group,Asia,Industrial goods,,,1,,,,,
2024,Cummins,North America,Industrial goods,,1,,1,,,,
2024,CVS Health,North America,Health care and pharmaceuticals,,1,,1,,,,
2024,D.R. Horton,North America,Engineering and Construction,,,,,,,,
2024,Dai-ichi Life Holdings,Asia,Financial services,,,,1,,,,
2024,Daimler Truck Holding,Europe,Automotive,,,1,,,,,
2024,Daiwa House Industry,Asia,Engineering and construction,1,1,,1,,,,
2024,Deere,North America,Industrial goods,,1,,,,,,
2024,Dell Technologies,North America,Technology,1,1,,1,1,,,
2024,Delta Air Lines,North America,Transportation and Logistics,,1,,1,1,,,
2024,Denso,Asia,Automotive,,1,1,,1,,,
2024,Deutsche Bahn,Europe,Transportation and logistics,,1,1,,,,,
2024,Deutsche Bank,Europe,Financial services,1,,,1,1,,,
2024,Deutsche Telekom,Europe,Telecommunications and media,1,1,,1,1,,,
2024,DHL Group,Europe,Transportation and logistics,,1,,1,,,,
2024,Dollar General,North America,Retail,,,,,,,,
2024,Dongfeng Motor,Asia,Automotive,,,,,,,,
2024,Dow,North America,Chemicals,,,1,,1,,,
2024,DZ Bank,Europe,Financial services,,,1,,1,,,
2024,E.ON,Europe,Energy and utilities,,1,1,,1,,,
2024,Ecopetrol,Other,Oil and gas,,,,1,1,,,
2024,Edeka Zentrale,Europe,Retail,,,,1,,,,
2024,Electricite de France,Europe,Energy and utilities,,1,,1,,,,
2024,Elevance Health,North America,Health care and pharmaceuticals,1,,,1,,,,
2024,Eli Lilly,North America,Health care and pharmaceuticals,,,1,,1,,,
2024,ELO Group,Europe,Retail,,,,,,,,
2024,Emirates Group,Asia,Transportation and logistics,,,,,,,,
2024,Enbridge,North America,Oil and gas,,,,1,1,,,
2024,Enel,Europe,Energy and utilities,,1,,1,1,,,
2024,ENEOS Holdings,Asia,Oil and gas,,,1,,1,,,
2024,Energie Baden-Wurttemberg,Europe,Energy and utilities,,1,1,,1,,,
2024,Energy Transfer,North America,Oil and gas,,,,,,,,
2024,Engie,Europe,Energy and utilities,,1,,1,1,,,
2024,ENI,Europe,Oil and gas,,,,1,1,,,
2024,Enterprise Products Partners,North America,Oil and gas,,,,,,,,
2024,Equinor,Europe,Oil and gas,,,,1,,,,
2024,EXOR Group,Europe,Financial services,,,,1,1,,,
2024,Exxon Mobil,North America,Oil and gas,,,,1,1,,,
2024,Fairfax Financial Holdings,North America,Financial services,,,,,,,,
2024,Fannie Mae,North America,Financial services,,,,,,,,
2024,FedEx,North America,Transportation and logistics,,,1,,,,,
2024,Fomento Economico Mexicano,North America,"Food, beverages and agriculture",,,,,,,,
2024,Ford Motor,North America,Automotive,,1,1,,1,,,
2024,Freddie Mac,North America,Financial services,,,,,,,,
2024,Gazprom,Asia,Oil and gas,,,,,,,,
2024,General Dynamics,North America,Aerospace and defense,,,1,,,,,
2024,General Electric,North America,Industrial goods,,,,1,1,,,
2024,General Motors,North America,Automotive,1,1,1,,,,,
2024,George Weston,North America,Retail,,,,1,1,,,
2024,Glencore,Europe,Metals and mining,,,,1,,,,
2024,Goldman Sachs Group,North America,Financial services,1,,,1,1,,,
2024,Greenland Holding Group,Asia,Real estate,,,,,,,,
2024,Groupe BPCE,Europe,Financial services,,,1,,1,,,
2024,GS Caltex,Asia,Oil and gas,,,,,,,,
2024,GSK,Europe,Health care and pharmaceuticals,1,1,,1,1,,,
2024,Guangdong Guangxin Holdings,Asia,Financial services,,,,,,,,
2024,Guangxi Investment Group,Asia,Financial services,,,,,,,,
2024,Guangzhou Automobile Industry Group,Asia,Automotive,,,1,,1,,,
2024,Guangzhou Industrial Investment Holdings,Asia,Industrial goods,,,,,,,,
2024,Guangzhou Municipal Construction Group,Asia,Engineering and construction,,,,,,,,
2024,Guangzhou Pharmaceutical Holdings,Asia,Health care and pharmaceuticals,,,,,,,,
2024,Haier Smart Home,Asia,Industrial goods,,,,,,,,
2024,Hailiang Group,Asia,Financial services,,,,,,,,
2024,Hangzhou Industrial Investment Group,Asia,Financial services,,,,,,,,
2024,Hangzhou Iron and Steel Group,Asia,Metals and mining,,,,,,,,
2024,Hanwha,Asia,Financial services,,,,1,1,,,
2024,HBIS Group,Asia,Metals and mining,,,1,,,,,
2024,HCA Healthcare,North America,Health care and pharmaceuticals,,,,1,,,,
2024,HD Hyundai,Asia,Oil and gas,,,,,,,,
2024,HDFC Bank,Asia,Financial services,,,,,,,,
2024,Heineken,Europe,"Food, beverages and agriculture",1,1,,1,,,,
2024,Hengli Group,Asia,Household and personal products,,,,,,,,
2024,Hitachi,Asia,Industrial goods,,1,1,,1,,,
2024,Home Depot,North America,Retail,1,1,,,,,,
2024,Hon Hai Precision Industry,Asia,Industrial goods,,1,,1,1,,,
2024,Honda Motor,Asia,Automotive,,,1,,,,,
2024,Honeywell International,North America,Industrial goods,,1,1,,,,,
2024,HP,North America,Technology,1,1,,1,1,,,
2024,HSBC Holdings,Europe,Financial services,1,,,1,1,,,
2024,Huawei Investment & Holding,Asia,Telecommunications and media,,,,,,,,
2024,Humana,North America,Health care and pharmaceuticals,,1,,,,,,
2024,Hunan Iron & Steel Group,Asia,Metals and mining,,,,,,,,
2024,Hyundai Mobis,Asia,Automotive,1,,,1,1,,,
2024,Hyundai Motor,Asia,Automotive,1,,1,,1,,,
2024,Iberdrola,Europe,Energy and utilities,,1,,1,1,,,
2024,IBM,North America,Technology,,,,1,1,,,
2024,Idemitsu Kosan,Asia,Oil and gas,,,1,,1,,,
2024,Indian Oil,Asia,Oil and gas,,,,1,1,,,
2024,Inditex,Europe,Retail,,1,,1,,,,
2024,Industrial & Commercial Bank of China,Asia,Financial services,,,,,,,,
2024,Industrial Bank,Asia,Financial services,,,,,,,,
2024,ING Group,Europe,Financial services,1,,,1,1,,,
2024,Ingka Group,Europe,Retail,1,1,,1,-1,,,
2024,Intel,North America,Industrial goods,1,,,1,1,,,
2024,Intesa Sanpaolo,Europe,Financial services,,,,1,,,,
2024,Itau Unibanco Holding,Other,Financial services,,,,1,1,,,
2024,Itochu,Asia,Financial services,,,,1,1,,,
2024,J. Sainsbury,Europe,Retail,,1,,1,,,,
2024,Jabil,North America,Industrial goods,,,1,,,,,
2024,Japan Post Holdings,Asia,Financial services,,,1,,,,,
2024,Jardine Matheson,Other,Automotive,,,,1,,,,
2024,JBS,Other,"Food, beverages and agriculture",,,,1,1,,,
2024,JD.com,Asia,Retail,,,,,,,,
2024,Jeronimo Martins,Europe,"Food, beverages and agriculture",,1,,1,,,,
2024,JFE Holdings,Asia,Metals and mining,,,1,,,,,
2024,Jiangsu Shagang Group,Asia,Metals and mining,,,,,,,,
2024,Jiangxi Copper,Asia,Metals and mining,,,,,,,,
2024,Jinchuan Group,Asia,Metals and mining,,,,,,,,
2024,Jingye Group,Asia,Metals and mining,,,,,,,,
2024,Jinneng Holding Group,Asia,Metals and mining,,,,,,,,
2024,Johnson & Johnson,North America,Health care and pharmaceuticals,1,1,,1,,,,
2024,JPMorgan Chase,North America,Financial services,,,,1,1,,,
2024,KB Financial Group,Asia,Financial services,1,1,,1,1,,,
2024,KDDI,Asia,Telecommunications and media,1,1,1,,1,,,
2024,Kia,Asia,Automotive,1,,,1,1,,,
2024,Koc Holding,Asia,Energy and utilities,,,1,,,,,
2024,Korea Electric Power,Asia,Energy and utilities,,,,,,,,
2024,Korea Gas,Asia,Oil and gas,,,,,,,,
2024,Kroger,North America,Retail,,,,,,,,
2024,La Poste,Europe,Transportation and logistics,,1,,1,,,,
2024,Landesbank Baden-Wurttemberg,Europe,Financial services,,,,1,,,,
2024,Lennar,North America,Engineering and Construction,,,,,,,,
2024,Lenovo Group,Asia,Technology,,1,,1,1,,,
2024,LG Chem,Asia,Chemicals,,,,1,1,,,
2024,LG Electronics,Asia,Industrial goods,1,1,1,,1,,,
2024,Liberty Mutual Insurance Group,North America,Financial services,,,,,,,,
2024,Life Insurance Corp. of India,Asia,Financial services,,,,,,,,
2024,Linde,Europe,Chemicals,,1,1,,,,,
2024,Lloyds Banking Group,Europe,Financial services,1,,,1,1,,,
2024,Lockheed Martin,North America,Aerospace and defense,,,,,,,,
2024,L'Oreal,Europe,Household and personal products,,1,,1,-1,,,
2024,Louis Dreyfus,Europe,"Food, beverages and agriculture",,,,,,,,
2024,Lowe's,North America,Retail,,,,1,,,,
2024,Lufthansa Group,Europe,Transportation and logistics,,1,1,,1,,,
2024,Lukoil,Asia,Oil and gas,,,,1,,,,
2024,Luxshare Precision Industry,Asia,Technology,,1,1,,,,,
2024,LyondellBasell Industries,Europe,Chemicals,,,,1,1,,,
2024,Maersk Group,Europe,Transportation and logistics,,1,,1,1,,,
2024,Magna International,North America,Automotive,,1,,1,,,,
2024,Mapfre Group,Europe,Financial services,,,1,,,,,
2024,Marathon Petroleum,North America,Oil and gas,,,,,,,,
2024,Marubeni,Asia,Financial services,,,,1,1,,,
2024,Massachusetts Mutual Life Insurance,North America,Financial services,,,,1,,,,
2024,Mazda Motor,Asia,Automotive,,,1,,,,,
2024,McKesson,North America,Retail,,1,,,,,,
